# A Mapping between WordNet 3.0 and 3.1 synset offsets
# HyperDic hyper-dictionary, http://hyperdic.net
# (c) 2012 by Eric Kafe
#
# This mapping is released under the CC BY 3.0 license
# http://creativecommons.org/licenses/by/3.0/
#=====================================================
#PoS	WordNet 3.0	WordNet 3.1
a	00907972	00911194
a	00908143	00911365
a	00908315	00911537
a	00908483	00911705
a	00908672	00911851
a	00908929	00912012
a	00909118	00912201
a	00909220	00912303
a	00909363	00912446
a	00909545	00912628
a	00910101	00913184
a	00910404	00913487
a	00910542	00913656
a	00910750	00913864
a	00910885	00913999
a	00910983	00914097
a	00911091	00914205
a	00911204	00914318
a	00911327	00914441
a	00911762	00914876
a	00911935	00915049
a	00912094	00915208
a	00912288	00915402
a	00912490	00915604
a	00912637	00915751
a	00912814	00915928
a	00912980	00916094
a	00913131	00916245
a	00913306	00916420
a	00913387	00916501
a	00913454	00916568
a	00913551	00916665
a	00913720	00916834
a	00913889	00917003
a	00914104	00917218
a	00914269	00917383
a	00914421	00917535
a	00914808	00917922
a	00914983	00918097
a	00915141	00918255
a	00915321	00918435
a	00915420	00918534
a	00915556	00918670
a	00915787	00918901
a	00915976	00919090
a	00916199	00919313
a	00916383	00919497
a	00916524	00919638
a	00916706	00919820
a	00916965	00920079
a	00917207	00920321
a	00917482	00920596
a	00917613	00920727
a	00917768	00920882
a	00917956	00921070
a	00918200	00921314
a	00918354	00921468
a	00918491	00921605
a	00918616	00921730
a	00918779	00921893
a	00918939	00922053
a	00919018	00922132
a	00919155	00922269
a	00919321	00922435
a	00919445	00922559
a	00919542	00922656
a	00919813	00922927
a	00919919	00923033
a	00919984	00923212
a	00920167	00923395
a	00920260	00923501
a	00920422	00923663
a	00920494	00923735
a	00920603	00923844
a	00920704	00923945
a	00920797	00924038
a	00920881	00924122
a	00921014	00924255
a	00921369	00924610
a	00921538	00924779
a	00921631	00924872
a	00921866	00925107
a	00922051	00925292
a	00922228	00925469
a	00922344	00925585
a	00922439	00925680
a	00922594	00925835
a	00922840	00926081
a	00923066	00926307
a	00923232	00926473
a	00923321	00926562
a	00923495	00926736
a	00923671	00926912
a	00923790	00927031
a	00923993	00927234
a	00924257	00927498
a	00924635	00927876
a	00924791	00928032
a	00924952	00928193
a	00925177	00928418
a	00925287	00928528
a	00925460	00928701
a	00925560	00928801
a	00925642	00928883
a	00925820	00929061
a	00925985	00929226
a	00926141	00929382
a	00926348	00929589
a	00926505	00929746
a	00926802	00930043
a	00926871	00930112
a	00927017	00930258
a	00927373	00930614
a	00927578	00930819
a	00927832	00931073
a	00927978	00931219
a	00928238	00931479
a	00928414	00931655
a	00928525	00931766
a	00928781	00932022
a	00928874	00932115
a	00929164	00932405
a	00929443	00932684
a	00929567	00932808
a	00929815	00933056
a	00929916	00933157
a	00930022	00933263
a	00930170	00933411
a	00930290	00933531
a	00930540	00933781
a	00930765	00934006
a	00931070	00934339
a	00931306	00934575
a	00931395	00934664
a	00931555	00934824
a	00931833	00935102
a	00931974	00935243
a	00932184	00935453
a	00932367	00935636
a	00932565	00935834
a	00932695	00935964
a	00932829	00936098
a	00932918	00936187
a	00933032	00936301
a	00933154	00936423
a	00933415	00936684
a	00933599	00936868
a	00933941	00937210
a	00934082	00937351
a	00934199	00937468
a	00934554	00937823
a	00934738	00938007
a	00934874	00938143
a	00934966	00938235
a	00935103	00938372
a	00935259	00938528
a	00935359	00938628
a	00935500	00938769
a	00935792	00939061
a	00936038	00939307
a	00936297	00939566
a	00936427	00939696
a	00936523	00939792
a	00936740	00940009
a	00936998	00940267
a	00937186	00940455
a	00937341	00940610
a	00937616	00940885
a	00937732	00941001
a	00937985	00941254
a	00938210	00941479
a	00938305	00941574
a	00938441	00941710
a	00938659	00941928
a	00938801	00942070
a	00938979	00942248
a	00939105	00942374
a	00939444	00942713
a	00939895	00943164
a	00940108	00943377
a	00940314	00943583
a	00940437	00943706
a	00940870	00944139
a	00940969	00944238
a	00941148	00944417
a	00941242	00944511
a	00941375	00944644
a	00941485	00944754
a	00941940	00945209
a	00942163	00945432
a	00942380	00945649
a	00942693	00945962
a	00942806	02504948
a	00942871	00946057
a	00943092	00946299
a	00943203	00946410
a	00943363	00946570
a	00943599	00946806
a	00943683	00946890
a	00943831	00947038
a	00943999	00947206
a	00944111	00947318
a	00944449	00947656
a	00944734	00947941
a	00944848	00948055
a	00945019	00948226
a	00945123	00948330
a	00945207	00948414
a	00945399	00948606
a	00945513	00948720
a	00945658	00948865
a	00945772	00948979
a	00945927	00949134
a	00946050	00949257
a	00946281	00949488
a	00946409	00949616
a	00946499	00949706
a	00946844	00950051
a	00947012	00950219
a	00947264	00950471
a	00947520	00950727
a	00947680	00950887
a	00947789	00950996
a	00947945	00951152
a	00948103	00951310
a	00948384	00951591
a	00948514	00951721
a	00948670	00951878
a	00948985	00952193
a	00949115	00952323
a	00949229	00952437
a	00949374	00952582
a	00949548	00952756
a	00949797	00953005
a	00949883	00953091
a	00950002	00953210
a	00950119	00953327
a	00950272	00953480
a	00950465	00953673
a	00950592	00953800
a	00950706	00953896
a	00951003	00954193
a	00951163	00954353
a	00951247	00954437
a	00951528	00954718
a	00951709	00954899
a	00951831	00955021
a	00952181	00955371
a	00952307	00955497
a	00952395	00955585
a	00952653	00955843
a	00952761	00955951
a	00952867	00956057
a	00953127	00956317
a	00953213	00956403
a	00953332	00956522
a	00953731	00956921
a	00953814	00957004
a	00953886	00957076
a	00954064	00957254
a	00954153	00957343
a	00954233	00957423
a	00954390	00957580
a	00954503	00957693
a	00954576	00957766
a	00954678	00957868
a	00954760	00957950
a	00954864	00958054
a	00954965	00958155
a	00955115	00958305
a	00955405	00958595
a	00955626	00958816
a	00955802	00958992
a	00955915	00959105
a	00956049	00959239
a	00956131	00959321
a	00956568	00959758
a	00956733	00959923
a	00956976	00960166
a	00957099	00960289
a	00957176	00960366
a	00957551	00960741
a	00957743	00960933
a	00958020	00961210
a	00958151	00961341
a	00958475	00961664
a	00958615	00961804
a	00958712	00961901
a	00958880	00962069
a	00959244	00962433
a	00959530	00962719
a	00959731	00962920
a	00959979	00963168
a	00960094	00963283
a	00960481	00963670
a	00960629	00963818
a	00960856	00964045
a	00960971	00964160
a	00961195	00964384
a	00961392	00964581
a	00961667	00964856
a	00961908	00965097
a	00962025	00965214
a	00962135	00965324
a	00962306	00965495
a	00962476	00965665
a	00962634	00965823
a	00962939	00966128
a	00963283	00966472
a	00963502	00966691
a	00963671	00966860
a	00963858	00967047
a	00964090	00967279
a	00964303	00967492
a	00964470	00967659
a	00964590	00967779
a	00964768	00967957
a	00964906	00968095
a	00965176	00968365
a	00965359	00968548
a	00965606	00968795
a	00965894	00969083
a	00966037	00969226
a	00966167	00969356
a	00966357	00969546
a	00966477	00969666
a	00966753	00969942
a	00966960	00970149
a	00967129	00970318
a	00967646	00970835
a	00967897	00971086
a	00968010	00971199
a	00968522	00971711
a	00968730	00971919
a	00968957	00972146
a	00969103	00972292
a	00969264	00972453
a	00969333	00972522
a	00969556	00972745
a	00969763	00972952
a	00970081	00973270
a	00970249	00973438
a	00970610	00973799
a	00970803	00973992
a	00970947	00974126
a	00971075	00974254
a	00971506	00974685
a	00971660	00974839
a	00971933	00975112
a	00972236	00975415
a	00972354	00975533
a	00972501	00975680
a	00972642	00975821
a	00972902	00976094
a	00973192	00976383
a	00973434	00976625
a	00973568	00976759
a	00973677	00976868
a	00973844	00977035
a	00974159	00977350
a	00974404	00977595
a	00974519	00977710
a	00974697	00977888
a	00974908	00978099
a	00975011	00978202
a	00975171	00978362
a	00975487	00978678
a	00975692	00978883
a	00975778	00978969
a	00976016	00979207
a	00976123	00979314
a	00976339	00979530
a	00976508	00979699
a	00977105	00980296
a	00977238	00980429
a	00977372	00980563
a	00977606	00980797
a	00977699	00980890
a	00977839	00981030
a	00978059	00981250
a	00978199	00981390
a	00978429	00981620
a	00978581	00981772
a	00978754	00981945
a	00979031	00982222
a	00979234	00982425
a	00979366	00982557
a	00979697	00982888
a	00979862	00983053
a	00980144	00983335
a	00980287	00983478
a	00980385	00983576
a	00980527	00983718
a	00980961	00984152
a	00981067	00984258
a	00981195	00984386
a	00981304	00984495
a	00981455	00984646
a	00981612	00984803
a	00981703	00984894
a	00981818	00985009
a	00982065	00985256
a	00982170	00985361
a	00982275	00985466
a	00982357	00985548
a	00982430	00985621
a	00982518	00985709
a	00982602	00985793
a	00982881	00986072
a	00982954	00986145
a	00983052	00986243
a	00983119	00986310
a	00983196	00986387
a	00983304	00986495
a	00983401	00986592
a	00983499	00986690
a	00983573	00986764
a	00983722	00986913
a	00983862	00987053
a	00984251	00987442
a	00984333	00987524
a	00984624	00987815
a	00984879	00988070
a	00985104	00988295
a	00985297	00988488
a	00985387	00988578
a	00985608	00988799
a	00985909	00989100
a	00986027	00989218
a	00986457	00989648
a	00986611	00989802
a	00986766	00989957
a	00986975	00990165
a	00987180	00990368
a	00987349	00990537
a	00987510	00990698
a	00987703	00990891
a	00987769	00990957
a	00987974	00991162
a	00988077	00991265
a	00988232	00991420
a	00988797	00992003
a	00988988	00992194
a	00988988	00993331
a	00989416	00992555
a	00989544	00992683
a	00989647	00992786
a	00989721	00992860
a	00989830	00992969
a	00989957	00993096
a	00990053	00993192
a	00990192	00993331
a	00990442	00993672
a	00990855	00994085
a	00991189	00994419
a	00991301	00994531
a	00991481	00994711
a	00991584	00994814
a	00991678	00995028
a	00991838	00995188
a	00992133	00995483
a	00992291	00995641
a	00992432	00995782
a	00992716	00996066
a	00992826	00996176
a	00992955	00996305
a	00993117	00996467
a	00993316	00996666
a	00993529	00996879
a	00993667	00997017
a	00993885	00997235
a	00994073	00997423
a	00994210	00997560
a	00994326	00997676
a	00994410	00997760
a	00994567	00997914
a	00994744	00998091
a	00994882	00998229
a	00995027	00998374
a	00995119	00998466
a	00995365	00998712
a	00995468	00998815
a	00995647	00999030
a	00995775	00999158
a	00996089	00999508
a	00996343	00999762
a	00996448	00999867
a	00996864	01000283
a	00997036	01000455
a	00997298	01000717
a	00997394	01000813
a	00997604	01001023
a	00997914	01001333
a	00998040	01001459
a	00998207	01001626
a	00998381	01001800
a	00998479	01001898
a	00998598	01002017
a	00998674	01002093
a	00998850	01002269
a	00998985	01002404
a	00999136	01002555
a	00999242	01002661
a	00999330	01002749
a	00999519	01002938
a	00999671	01003090
a	00999817	01003236
a	01000093	01003512
a	01000442	01003861
a	01000592	01004011
a	01000737	01004156
a	01000881	01004300
a	01001180	01004599
a	01001547	01004966
a	01001689	01005108
a	01001945	01005346
a	01002055	01005456
a	01002170	01005571
a	01002256	01005657
a	01002377	01005778
a	01002664	01006065
a	01002827	01006228
a	01002911	01006312
a	01003050	01006451
a	01003277	01006696
a	01003536	01007109
a	01003822	01007395
a	01004051	01007624
a	01004245	01007834
a	01004318	01007907
a	01004541	01008130
a	01004703	01008292
a	01004818	01008407
a	01004932	01008521
a	01005063	01008652
a	01005306	01008895
a	01005410	01008999
a	01005506	01009095
a	01005675	01009264
a	01005914	01009503
a	01006016	01009605
a	01006136	01009725
a	01006284	01009873
a	01006386	01009975
a	01006566	01010155
a	01006788	01010377
a	01006967	01010556
a	01007120	01010709
a	01007258	01010847
a	01007354	01010943
a	01007657	01011246
a	01007947	01011536
a	01008174	01011763
a	01008289	01011878
a	01008439	01012028
a	01008656	01012246
a	01008745	01012335
a	01008947	01012544
a	01009206	01012803
a	01009343	01012940
a	01009709	01013306
a	01009865	01013462
a	01010025	01013622
a	01010271	01013868
a	01010569	01014166
a	01010747	01014344
a	01010862	01014459
a	01011392	01014989
a	01011753	01015350
a	01011973	01015570
a	01012100	01015697
a	01012247	01015844
a	01012503	01016100
a	01012855	01016452
a	01012990	01016587
a	01013171	01016768
a	01013279	01016876
a	01013681	01017278
a	01013843	01017440
a	01013961	01017558
a	01014251	01017848
a	01014685	01018282
a	01014838	01018435
a	01014953	01018550
a	01015185	01018782
a	01015392	01018989
a	01015599	01019191
a	01015798	01019390
a	01015940	01019532
a	01016035	01019627
a	01016215	01019807
a	01016436	01020028
a	01016644	01020236
a	01016806	01020398
a	01016874	01020466
a	01017048	01020640
a	01017161	01020753
a	01017439	01021031
a	01017600	01021192
a	01017738	01021330
a	01018264	01021856
a	01018359	01021951
a	01018530	01022122
a	01018667	01022259
a	01018788	01022380
a	01019000	01022592
a	01019283	01022875
a	01019450	01023066
a	01019587	01023203
a	01019713	01023329
a	01020007	01023623
a	01020117	01023733
a	01020282	01023898
a	01020393	01024009
a	01020709	01024325
a	01020885	01024501
a	01021120	01024736
a	01021301	01024917
a	01021499	01025115
a	01021607	01025223
a	01021794	01025410
a	01021923	01025539
a	01022064	01025680
a	01022367	01025983
a	01022657	01026273
a	01022785	01026401
a	01022926	01026542
a	01023010	01026626
a	01023128	01026744
a	01023289	01026905
a	01023533	01027148
a	01023706	01027321
a	01024002	01027617
a	01024073	01027688
a	01024228	01027843
a	01024400	01028015
a	01024597	01028212
a	01024812	01028427
a	01025212	01028827
a	01025397	01029012
a	01025610	01029225
a	01025732	01029347
a	01025913	01029528
a	01026150	01029765
a	01026262	01029877
a	01026552	01030167
a	01026721	01030336
a	01026911	01030526
a	01027076	01030691
a	01027263	01030878
a	01027686	01031301
a	01027832	01031447
a	01027988	01031603
a	01028163	01031778
a	01028467	01032082
a	01028623	01032238
a	01028796	01032411
a	01029044	01032659
a	01029151	01032766
a	01029399	01033014
a	01029563	01033178
a	01029710	01033325
a	01029873	01033488
a	01030022	01033637
a	01030289	01033904
a	01030372	01034017
a	01030525	01034170
a	01030605	01034260
a	01030691	01034346
a	01030826	01034481
a	01031038	01034693
a	01031115	01034770
a	01031232	01034887
a	01031405	01035060
a	01031503	01035171
a	01031602	01035270
a	01031701	01035369
a	01031797	01035465
a	01031908	01035576
a	01032029	01035697
a	01032226	01035895
a	01032339	01036008
a	01032451	01036120
a	01032531	01036200
a	01032624	01036293
a	01032710	01036379
a	01032845	01036514
a	01032978	01036660
a	01033081	01036763
a	01033249	01036931
a	01033371	01037053
a	01033542	01037224
a	01033616	01037298
a	01033708	01037390
a	01033840	01037522
a	01033996	01037678
a	01034153	01037835
a	01034296	01037978
a	01034457	01038139
a	01034858	01038540
a	01035007	01038689
a	01035277	01038959
a	01035422	01039104
a	01035559	01039241
a	01035725	01039407
a	01035858	01039540
a	01035976	01039658
a	01036083	01039765
a	01036383	01040065
a	01036754	01040436
a	01036874	01040556
a	01037022	01040704
a	01037148	01040830
a	01037405	01041087
a	01037540	01041222
a	01037763	01041445
a	01037885	01041567
a	01038102	01041784
a	01038332	01042014
a	01038580	01042262
a	01038808	01042490
a	01039203	01042885
a	01039366	01043048
a	01039460	01043142
a	01039556	01043238
a	01039687	01043369
a	01039843	01043525
a	01040087	01043769
a	01040239	01043921
a	01040331	01044013
a	01040410	01044092
a	01040544	01044226
a	01040752	01044434
a	01040825	01044507
a	01040984	01044666
a	01041209	01044891
a	01041408	01045090
a	01041481	01045163
a	01041634	01045316
a	01041916	01045598
a	01042491	01046173
a	01042703	01046385
a	01042921	01046603
a	01043070	01046752
a	01043226	01046908
a	01043374	01047056
a	01043505	01047187
a	01043619	01047301
a	01043746	01047445
a	01043924	01047623
a	01044118	01047817
a	01044240	01047939
a	01044557	01048256
a	01044730	01048429
a	01044922	01048621
a	01045067	01048766
a	01045216	01048915
a	01045518	01049217
a	01045711	01049410
a	01045963	01049662
a	01046226	01049925
a	01046553	01050252
a	01046784	01050483
a	01046994	01050693
a	01047144	01050843
a	01047301	01051000
a	01047561	01051260
a	01047752	01051451
a	01047874	01051573
a	01048202	01051901
a	01048406	01052105
a	01048587	01052286
a	01048762	01052461
a	01048976	01052675
a	01049210	01052909
a	01049352	01053051
a	01049462	01053161
a	01049941	01053640
a	01050088	01053787
a	01050603	01054302
a	01050890	01054589
a	01051410	01055109
a	01051718	01055417
a	01051814	01055513
a	01052038	01055737
a	01052248	01055947
a	01052428	01056127
a	01052611	01056310
a	01052888	01056587
a	01053046	01056745
a	01053144	01056843
a	01053539	01057238
a	01053634	01057333
a	01053915	01057614
a	01054047	01057746
a	01054204	01057903
a	01054367	01058066
a	01054504	01058203
a	01054630	01058329
a	01054741	01058440
a	01054832	01058531
a	01054922	01058621
a	01055073	01058772
a	01055682	01059381
a	01055767	01059466
a	01055846	01059545
a	01055923	01059622
a	01056001	01059700
a	01056086	01059785
a	01056163	01059862
a	01056242	01059941
a	01056325	01060024
a	01056402	01060101
a	01056481	01060180
a	01056558	01060257
a	01056636	01060335
a	01056711	01060410
a	01056802	01060501
a	01056897	01060596
a	01057103	01060802
a	01057270	01060969
a	01057348	01061047
a	01057447	01061146
a	01057541	01061240
a	01057614	01061313
a	01057695	01061394
a	01057775	01061474
a	01057958	01061657
a	01058029	01061728
a	01058179	01061878
a	01058281	01061980
a	01058363	01062062
a	01058650	01062349
a	01058756	01062455
a	01058854	01062553
a	01059058	01062757
a	01059252	01062951
a	01059400	01063099
a	01059711	01063410
a	01059911	01063610
a	01060110	01063809
a	01060304	01064003
a	01060445	01064144
a	01060570	01064269
a	01060712	01064411
a	01060785	01064484
a	01060947	01064646
a	01061100	01064799
a	01061310	01065009
a	01061489	01065188
a	01062114	01065803
a	01062393	01066082
a	01062631	01066320
a	01062819	01066508
a	01062938	01066627
a	01063102	01066791
a	01063286	01066975
a	01063490	01067179
a	01063638	01067327
a	01063753	01067442
a	01063958	01067647
a	01064167	01067856
a	01064286	01067975
a	01064619	01068308
a	01064806	01068495
a	01064913	01068602
a	01065126	01068815
a	01065321	01069010
a	01065401	01069090
a	01065538	01069227
a	01065614	01069303
a	01065694	01069383
a	01065861	01069550
a	01065941	01069630
a	01066070	01069759
a	01066226	01069915
a	01066441	01070130
a	01066542	01070231
a	01066787	01070476
a	01067003	01070692
a	01067193	01070882
a	01067415	01071104
a	01067538	01071227
a	01067694	01071383
a	01068012	01071719
a	01068104	01071811
a	01068217	01071924
a	01068306	01072013
a	01068306	01072130
a	01068438	01072212
a	01068513	01072287
a	01068609	01072383
a	01068726	01072500
a	01069187	01072943
a	01069283	01073039
a	01069454	01073210
a	01069607	01073363
a	01069715	01073471
a	01069823	01073579
a	01070002	02334464
a	01070088	01073758
a	01070321	01073991
a	01070538	01074208
a	01070716	01074386
a	01070844	01074514
a	01071049	01074737
a	01071198	01074886
a	01071321	01075009
a	01071423	01075111
a	01071794	01075482
a	01071941	01075629
a	01072112	01075800
a	01072196	01075884
a	01072297	01075985
a	01072382	01076070
a	01072586	01076274
a	01072782	01076470
a	01072908	01076596
a	01073094	01076782
a	01073194	01076882
a	01073311	01076999
a	01073435	01077123
a	01073592	01077280
a	01073707	01077395
a	01073822	01077510
a	01074062	01077750
a	01074335	01078023
a	01074458	01078146
a	01074582	01078270
a	01074650	01078338
a	01075178	01078866
a	01075524	01079212
a	01075742	01079430
a	01075864	01079552
a	01076024	01079712
a	01076145	01079833
a	01076435	01080123
a	01076634	01080322
a	01076793	01080481
a	01077158	01080846
a	01077263	01080951
a	01077362	01081050
a	01077485	01081173
a	01077638	01081326
a	01077829	01081517
a	01077995	01081683
a	01078178	01081866
a	01078302	01081990
a	01078673	01082361
a	01078840	01082528
a	01078932	01082620
a	01079052	01082740
a	01079143	01082831
a	01079240	01082928
a	01079396	01083084
a	01079532	01083220
a	01079683	01083371
a	01079857	01083545
a	01079978	01083666
a	01080060	01083748
a	01080197	01083885
a	01080297	01083985
a	01080717	01084405
a	01080823	01084511
a	01080900	01084588
a	01081068	01084756
a	01081263	01084951
a	01081340	01085028
a	01081592	01085280
a	01081917	01085605
a	01082038	01085726
a	01082115	01085803
a	01082302	01085990
a	01082377	01086065
a	01082456	01086144
a	01082535	01086223
a	01082714	01086402
a	01082925	01086613
a	01082998	01086686
a	01083157	01086845
a	01083754	01087442
a	01084023	01087711
a	01084091	01087779
a	01084297	01087985
a	01084486	01088174
a	01084575	01088263
a	01084644	01088332
a	01084900	01088588
a	01085097	01088785
a	01085167	01088855
a	01085268	01088956
a	01085442	01089130
a	01085661	01089350
a	01085848	01089537
a	01085937	01089626
a	01086042	01089731
a	01086118	01089807
a	01086213	01089902
a	01086339	01090028
a	01086453	01090142
a	01086545	01090234
a	01086915	01090604
a	01087093	01090782
a	01087300	01090989
a	01087388	01091077
a	01087557	01091246
a	01087757	01091446
a	01087977	01091666
a	01088164	01091853
a	01088262	01091954
a	01088351	01092043
a	01088478	01092170
a	01088749	01092441
a	01088881	01092573
a	01089027	01092719
a	01089136	01092828
a	01089275	01092967
a	01089369	01093061
a	01089616	01093309
a	01089775	01093468
a	01089949	01093642
a	01090061	01093754
a	01090308	01094001
a	01090593	01094286
a	01090820	01094513
a	01090993	01094686
a	01091160	01094853
a	01091234	01094927
a	01091556	01095249
a	01091728	01095421
a	01091995	01095688
a	01092142	01095835
a	01092371	01096064
a	01092572	01096265
a	01092727	01096420
a	01092889	01096582
a	01092989	01096682
a	01093142	01096835
a	01093323	01097016
a	01093524	01097217
a	01093631	01097324
a	01093850	01097543
a	01093956	01097649
a	01094049	01097742
a	01094398	01098091
a	01094647	01098340
a	01094767	01098460
a	01094855	01098548
a	01095085	01098778
a	01095277	01098970
a	01095406	01099099
a	01095555	01099248
a	01095785	01099478
a	01095914	01099607
a	01096123	01099816
a	01096308	01100001
a	01096471	01100164
a	01096648	01100341
a	01096750	01100443
a	01096889	01100582
a	01096990	01100683
a	01097315	01101008
a	01097484	01101177
a	01097690	01101383
a	01097847	01101540
a	01097966	01101659
a	01098154	01101847
a	01098293	01101986
a	01098390	01102083
a	01098492	01102185
a	01098678	01102371
a	01098826	01102519
a	01098941	01102634
a	01099051	01102744
a	01099134	01102827
a	01099235	01102928
a	01099348	01103041
a	01099435	01103128
a	01099536	01103229
a	01099707	01103400
a	01099810	01103503
a	01099951	01103644
a	01100082	01103775
a	01100210	01103903
a	01100394	01104087
a	01100595	01104288
a	01100817	01104510
a	01101022	01104715
a	01101118	01104811
a	01101264	01104957
a	01101391	01105084
a	01101891	01105584
a	01102058	01105751
a	01102164	01105857
a	01102308	01106001
a	01102451	01106144
a	01102568	01106261
a	01102674	01106367
a	01102876	01106569
a	01103021	01106714
a	01103529	01107222
a	01103676	01107369
a	01103844	01107537
a	01104026	01107719
a	01104460	01108153
a	01104709	01108402
a	01104889	01108582
a	01105042	01108735
a	01105233	01108926
a	01105620	01109313
a	01105840	01109533
a	01106129	01109822
a	01106405	01110098
a	01106614	01110307
a	01106815	01110508
a	01106989	01110682
a	01107094	01110787
a	01107206	01110899
a	01107521	01111214
a	01107751	01111444
a	01107973	01111666
a	01108276	01111969
a	01108427	01112120
a	01108586	01112279
a	01108716	01112409
a	01109096	01112807
a	01109359	01113070
a	01109599	01113310
a	01109782	01113493
a	01109914	01113625
a	01110251	01113962
a	01110470	01114181
a	01110686	01114397
a	01110819	01114530
a	01111016	01114727
a	01111312	01115023
a	01111418	01115129
a	01111965	01115676
a	01112471	01116182
a	01112573	01116284
a	01112969	01116711
a	01113114	01116856
a	01113225	01116967
a	01113505	01117247
a	01113636	01117378
a	01113807	01117549
a	01114116	01117858
a	01114434	01118176
a	01114658	01118400
a	01114973	01118715
a	01115081	01118823
a	01115349	01119091
a	01115635	01119377
a	01115920	01119662
a	01116026	01119768
a	01116118	01119860
a	01116380	01120122
a	01116857	01120599
a	01117226	01120968
a	01117362	01121104
a	01117477	01121219
a	01117677	01121419
a	01117823	01121586
a	01117942	01121705
a	01118118	01121881
a	01118232	01121995
a	01118409	01122172
a	01118568	01122331
a	01118673	01122436
a	01118928	01122691
a	01119033	01122796
a	01119192	01122955
a	01119305	01123068
a	01119421	01123184
a	01119661	01123424
a	01119937	01123700
a	01120010	01123773
a	01120242	01124004
a	01120398	01124160
a	01120515	01124277
a	01120654	01124416
a	01120766	01124528
a	01120925	01124687
a	01121238	01125000
a	01121402	01125164
a	01121507	01125269
a	01121757	01125519
a	01121989	01125751
a	01122121	01125883
a	01122269	01126031
a	01122411	01126173
a	01122595	01126357
a	01122776	01126538
a	01122907	01126669
a	01123002	01126764
a	01123148	01126910
a	01123879	01127641
a	01124192	01127990
a	01124342	01128140
a	01124441	01128239
a	01124574	01128372
a	01124768	01128566
a	01125006	01128873
a	01125154	01129021
a	01125241	01129108
a	01125429	01129296
a	01126291	01130122
a	01126683	01130514
a	01126841	01130672
a	01127147	01130978
a	01127302	01131133
a	01127440	01131271
a	01127661	01131492
a	01127782	01131613
a	01128010	01131841
a	01128103	01131934
a	01128253	01132084
a	01128406	01132237
a	01128508	01132339
a	01128871	01132550
a	01129021	01132700
a	01129185	01132864
a	01129371	01133050
a	01129533	01133212
a	01129644	00065808
a	01129823	01133323
a	01129977	01133477
a	01130261	01133761
a	01130614	01134114
a	01130733	01134233
a	01130932	01134432
a	01131043	01134543
a	01131454	01134954
a	01131803	01135303
a	01131935	01135435
a	01132366	01135866
a	01132515	01136015
a	01133017	01136517
a	01133374	01136874
a	01133784	01137284
a	01133876	01137376
a	01134232	01137732
a	01134486	01137986
a	01134769	01138269
a	01135269	01138769
a	01135420	01138920
a	01135673	01139173
a	01135914	01139414
a	01136127	01139627
a	01136248	01139748
a	01136541	01140041
a	01137000	01140500
a	01137289	01140789
a	01137378	01140878
a	01137882	01141382
a	01137994	01141494
a	01138161	01141661
a	01138316	01141816
a	01138450	01141950
a	01138610	01142110
a	01138770	01142270
a	01138902	01142402
a	01139067	01142567
a	01139245	01142745
a	01139352	01142852
a	01139613	01143113
a	01139832	01143332
a	01140054	01143554
a	01140188	01143688
a	01140290	01143790
a	01140514	01144030
a	01140896	01144412
a	01141242	01144758
a	01141468	01144984
a	01141595	01145111
a	01141743	01145259
a	01142069	01145585
a	01142196	01145712
a	01142349	01145865
a	01142595	01146111
a	01142666	01146182
a	01142804	01146289
a	01143006	01146491
a	01143138	01146623
a	01143279	01146764
a	01143585	01147070
a	01143750	01147235
a	01143855	01147340
a	01144009	01147494
a	01144102	01147587
a	01144230	01147715
a	01144359	01147844
a	01144571	01148056
a	01144730	01148215
a	01144887	01148372
a	01145151	01148636
a	01145422	01148907
a	01145639	01149124
a	01145724	01149209
a	01145862	01149365
a	01145931	01149434
a	01146012	01149515
a	01146207	01149710
a	01146371	01149874
a	01146493	01149996
a	01146732	01150235
a	01146920	01150423
a	01147044	01150547
a	01147300	01150803
a	01147433	01150936
a	01147622	01151125
a	01147836	01151339
a	01148086	01151589
a	01148283	01151786
a	01148764	01152267
a	01148897	01152400
a	01149050	01152553
a	01149195	01152698
a	01149358	01152861
a	01149494	01152997
a	01150063	01153566
a	01150205	01153708
a	01150475	01153978
a	01150771	01154274
a	01150915	01154418
a	01151246	01154749
a	01151335	01154838
a	01151452	01154955
a	01151592	01155095
a	01151740	01155243
a	01151951	01155454
a	01152091	01155594
a	01152189	01155692
a	01152320	01155823
a	01152453	01155956
a	01152521	01156024
a	01152620	01156123
a	01152746	01156249
a	01153141	01156644
a	01153346	01156849
a	01153435	01156938
a	01153595	01157098
a	01153703	01157206
a	01153844	01157347
a	01154030	01157533
a	01154229	01157732
a	01154351	01157854
a	01154500	01158003
a	01154639	01158142
a	01154775	01158278
a	01154886	01158389
a	01154964	01158467
a	01155206	01158709
a	01155354	01158857
a	01155603	01159105
a	01155815	01159329
a	01155968	01159482
a	01156112	01159626
a	01156302	01159816
a	01156505	01160012
a	01156750	01160257
a	01156925	01160432
a	01157179	01160686
a	01157494	01161001
a	01157762	01161269
a	01157887	01161394
a	01158020	01161527
a	01158180	01161687
a	01158453	01161960
a	01158596	01162103
a	01158837	01162344
a	01158974	01162481
a	01159119	01162626
a	01159217	01162761
a	01159405	01162949
a	01159531	01163075
a	01159655	01163199
a	01159907	01163451
a	01160031	01163575
a	01160584	01164128
a	01160775	01164319
a	01160880	01164424
a	01161059	01164603
a	01161233	01164777
a	01161635	01165179
