# A Mapping between WordNet 3.0 and 3.1 synset offsets
# HyperDic hyper-dictionary, http://hyperdic.net
# (c) 2012 by Eric Kafe
#
# This mapping is released under the CC BY 3.0 license
# http://creativecommons.org/licenses/by/3.0/
#=====================================================
#PoS	WordNet 3.0	WordNet 3.1
n	10728727	10748379
n	10728828	10748480
n	10728998	10748650
n	10729175	10748827
n	10729330	10748982
n	10729442	10749094
n	10729567	10749219
n	10729711	10749363
n	10729801	10749453
n	10729923	10749575
n	10730077	10749729
n	10730262	10749914
n	10730416	10750068
n	10730542	10750194
n	10730615	10750272
n	10730728	10750385
n	10730820	10750477
n	10731013	10750670
n	10731244	10750901
n	10731560	10751217
n	10731732	10751389
n	10731848	10751505
n	10732010	10751667
n	10732212	10751869
n	10732314	10751971
n	10732521	10752178
n	10732644	10752301
n	10732748	10752405
n	10732854	10752511
n	10732967	10752624
n	10733117	10752774
n	10733225	10752882
n	10733350	10753007
n	10733487	10753144
n	10733574	10753231
n	10733705	10753362
n	10733820	10753477
n	10733891	10753548
n	10733999	10753656
n	10734129	10753786
n	10734235	10753892
n	10734394	10754051
n	10734568	10754225
n	10734741	10754398
n	10734891	10754548
n	10734963	10754620
n	10735173	10754830
n	10735298	10754955
n	10735564	10755221
n	10735707	10755364
n	10735852	10755509
n	10735984	10755641
n	10736091	10755748
n	10736259	10755916
n	10736394	10756051
n	10736602	10756259
n	10736788	10756445
n	10736926	10756583
n	10737103	10756760
n	10737264	10756921
n	10737431	10757088
n	10737717	10757374
n	10737860	10757517
n	10737964	10757621
n	10738111	10757768
n	10738215	10757872
n	10738321	10757978
n	10738515	10758172
n	10738670	10758327
n	10738787	10758444
n	10738871	10758528
n	10738968	10758625
n	10739135	10758792
n	10739297	10758954
n	10739391	10759048
n	10739512	10759169
n	10739636	10759293
n	10739881	10759538
n	10740017	10759674
n	10740219	10759876
n	10740482	10760139
n	10740594	10760251
n	10740732	10760389
n	10740868	10760525
n	10741152	10760809
n	10741258	10760915
n	10741367	10761024
n	10741493	10761150
n	10741590	10761247
n	10741821	10761478
n	10742005	10761662
n	10742111	10761768
n	10742269	10761926
n	10742384	10762041
n	10742546	10762203
n	10742736	10762393
n	10742881	10762538
n	10742997	10762654
n	10743124	10762781
n	10743356	10763013
n	10743543	10763200
n	10743675	10763332
n	10743941	10763598
n	10744078	10763735
n	10744164	10763821
n	10744456	10764113
n	10744544	10764201
n	10744844	10764512
n	10745006	10764674
n	10745181	10764849
n	10745332	10765000
n	10745613	10765281
n	10745770	10765438
n	10745894	10765562
n	10746056	10765724
n	10746195	10765863
n	10746346	10766014
n	10746460	10766128
n	10746581	10766249
n	10746799	10766467
n	10746931	10766599
n	10747119	10766787
n	10747294	10766962
n	10747424	10767092
n	10747548	10767216
n	10747672	10767340
n	10747815	10767483
n	10747965	10767633
n	10748142	10767810
n	10748309	10767977
n	10748506	10768174
n	10748620	10768288
n	10748804	10768472
n	10748889	10768557
n	10749004	10768672
n	10749123	10768791
n	10749353	10769021
n	10749528	10769196
n	10749715	10769383
n	10749928	10769596
n	10750031	10769699
n	10750188	10769856
n	10750365	10770033
n	10750524	10770192
n	10750640	10770308
n	10750788	10770456
n	10750911	10770579
n	10751026	10770694
n	10751152	10770820
n	10751265	10770933
n	10751527	10771195
n	10751710	10771378
n	10751785	10771453
n	10752020	10771688
n	10752093	10771761
n	10752480	10772148
n	10752719	10772387
n	10752930	10772598
n	10753061	10772729
n	10753182	10772850
n	10753339	10773007
n	10753442	10773110
n	10753546	10773214
n	10753779	10773447
n	10753917	10773585
n	10753989	10773657
n	10754088	10773756
n	10754189	10773857
n	10754281	10773949
n	10754449	10774117
n	10754578	10774246
n	10754920	10774588
n	10755080	10774748
n	10755164	10774832
n	10755257	10774925
n	10755394	10775062
n	10755512	10775180
n	10755648	10775316
n	10755815	10775483
n	10755926	10775594
n	10756061	10775729
n	10756148	10775816
n	10756261	10775929
n	10756433	10776101
n	10756641	10776309
n	10756837	10776505
n	10756937	10776605
n	10757050	10776718
n	10757193	10776861
n	10757492	10777160
n	10757625	10777293
n	10757817	10777485
n	10757918	10777586
n	10758121	10777789
n	10758207	10777875
n	10758337	10778005
n	10758445	10778113
n	10758589	10778257
n	10758713	10778381
n	10758847	10778515
n	10758949	10778617
n	10759047	10778715
n	10759151	10778819
n	10759331	10778999
n	10759543	10779211
n	10759702	10779370
n	10759820	10779488
n	10759982	10779650
n	10760199	10779867
n	10760340	10780008
n	10760622	10780290
n	10760763	10780431
n	10760951	10780619
n	10761190	10780858
n	10761326	10780994
n	10761519	10781187
n	10761693	10781361
n	10761858	10781526
n	10761962	10781630
n	10762064	10781732
n	10762212	10781880
n	10762342	10782010
n	10762480	10782148
n	10762607	10782275
n	10762693	10782361
n	10762792	10782460
n	10763075	10782743
n	10763245	10782913
n	10763383	10783051
n	10763620	10783288
n	10763725	10783393
n	10763878	10783546
n	10763985	10783653
n	10764128	10783796
n	10764296	10783964
n	10764465	10784133
n	10764622	10784290
n	10764719	10784387
n	10764907	10784575
n	10765000	10784668
n	10765098	10784766
n	10765189	10784857
n	10765305	10784973
n	10765435	10785103
n	10765587	10785255
n	10765679	10785347
n	10765885	10785553
n	10766025	10785693
n	10766260	10785928
n	10766409	10786077
n	10766492	10786160
n	10766626	10786294
n	10766718	10786386
n	10766899	10786567
n	10767020	10786688
n	10767154	10786822
n	10767265	10786933
n	10767432	10787100
n	10767519	10787187
n	10767654	10787322
n	10767762	10787430
n	10767837	10787505
n	10768022	10787690
n	10768148	10787816
n	10768272	10787940
n	10768391	10788059
n	10768505	10788173
n	10768585	10788253
n	10768810	10788478
n	10768903	10788571
n	10769084	10788752
n	10769188	10788856
n	10769321	10788989
n	10769459	10789127
n	10769607	10789275
n	10769782	10789450
n	10769905	10789573
n	10770059	10789727
n	10770309	10789977
n	10770433	10790101
n	10770545	10790213
n	10770767	10790435
n	10770891	10790559
n	10771066	10790734
n	10771270	10790938
n	10771392	10791060
n	10771539	10791207
n	10771636	10791304
n	10771809	10791477
n	10771990	10791658
n	10772092	10791760
n	10772190	10791858
n	10772289	10791957
n	10772392	10792060
n	10772472	10792140
n	10772580	10792248
n	10772721	10792389
n	10772937	10792605
n	10773040	10792708
n	10773126	10792794
n	10773277	10792945
n	10773394	10793062
n	10773527	10793195
n	10773665	10793333
n	10773800	10793468
n	10773901	10793569
n	10774018	10793686
n	10774113	10793781
n	10774223	10793891
n	10774329	10793997
n	10774440	10794108
n	10774756	10794424
n	10774870	10794538
n	10775003	10794671
n	10775128	10794796
n	10775245	10794913
n	10775379	10795047
n	10775536	10795204
n	10775660	10795328
n	10775771	10795439
n	10775911	10795579
n	10776052	10795720
n	10776141	10795809
n	10776339	10796007
n	10776766	10796434
n	10776887	10796555
n	10776987	10796655
n	10777147	10796815
n	10777299	10796967
n	10777400	10797068
n	10777768	10797436
n	10777894	10797562
n	10778044	10797712
n	10778148	10797816
n	10778345	10798013
n	10778553	10798221
n	10778711	10798379
n	10778888	10798556
n	10778999	10798667
n	10779238	10798906
n	10779416	10799092
n	10779504	10799180
n	10779610	10799286
n	10779775	10799451
n	10779897	10799573
n	10779995	10799671
n	10780105	10799781
n	10780185	10799861
n	10780284	10799960
n	10780506	10800182
n	10780632	10800308
n	10781236	10800912
n	10781460	10801136
n	10781547	10801223
n	10781684	10801360
n	10781817	10801493
n	10781984	10801660
n	10782135	10801811
n	10782248	10801924
n	10782362	10802038
n	10782471	10802147
n	10782632	10802308
n	10782791	10802467
n	10782940	10802616
n	10783145	10802821
n	10783240	10802916
n	10783352	10803028
n	10783438	10803114
n	10783539	10803215
n	10783646	10803322
n	10783734	10803410
n	10783881	10803557
n	10784015	10803691
n	10784113	10803789
n	10784281	10803957
n	10784436	10804112
n	10784544	10804220
n	10784675	10804351
n	10784795	10804471
n	10784922	10804598
n	10785085	10804761
n	10785203	10804879
n	10785333	10805009
n	10785480	10805156
n	10785574	10805250
n	10785695	10805371
n	10785869	10805545
n	10786033	10805709
n	10786270	10805946
n	10786517	10806193
n	10786755	10806431
n	10786892	10806568
n	10786992	10806668
n	10787197	10806873
n	10787364	10807040
n	10787470	10807146
n	10788852	10808492
n	10789118	10808758
n	10789415	10809055
n	10789534	10809174
n	10789709	10809349
n	10789820	10809460
n	10789963	10809603
n	10790077	10809717
n	10790192	10809832
n	10790384	10810024
n	10790479	10810119
n	10790596	10810236
n	10790671	10810311
n	10790813	10810453
n	10790918	10810558
n	10791002	10810642
n	10791115	10810755
n	10791221	10810861
n	10791820	10811460
n	10791890	10811530
n	10792028	10811668
n	10792178	10811818
n	10792335	10811975
n	10792506	10812146
n	10792746	10812386
n	10792856	10812496
n	10793019	10812659
n	10793168	10812808
n	10793492	10813132
n	10793570	10813210
n	10793799	10813439
n	10794014	10813654
n	10801291	10820913
n	10801561	10821165
n	10801697	10821301
n	10801802	10821406
n	10801893	10821497
n	10802043	10821647
n	10802147	10821751
n	10802283	10821887
n	10802507	10822111
n	10802621	10822225
n	10802842	10822446
n	10802953	10822557
n	10803031	10822635
n	10803193	10822797
n	10803282	10822886
n	10803463	10823067
n	10803586	10823190
n	10803691	10823295
n	10803838	10823442
n	10803978	10823582
n	10804102	10823706
n	10804287	10823891
n	10804406	10824010
n	10804636	10824240
n	10804732	10824336
n	10804923	10824527
n	10805113	10824717
n	10805274	10824878
n	10805501	10825105
n	10805638	10825242
n	10805783	10825387
n	10805932	10825536
n	10806113	10825717
n	10806222	10825826
n	10806612	10826216
n	10806693	10826297
n	10806841	10826445
n	10807016	10826620
n	10807197	10826801
n	10807317	10826921
n	10807487	10827091
n	10807858	10827462
n	10808045	10827649
n	10808200	10827804
n	10808353	10827957
n	10808539	10828143
n	10808756	10828360
n	10808886	10828490
n	10809086	10828690
n	10809223	10828827
n	10809317	10828921
n	10809576	10829180
n	10809675	10829279
n	10809857	10829461
n	10810046	10829650
n	10810215	10829819
n	10810397	10830001
n	10810549	10830153
n	10810671	10830275
n	10810818	10830422
n	10810923	10830527
n	10811118	10830722
n	10811228	10830832
n	10811352	10830956
n	10811540	10831144
n	10811708	10831312
n	10811900	10831504
n	10812047	10831651
n	10812225	10831829
n	10812360	10831964
n	10812550	10832154
n	10812800	10832404
n	10813049	10832653
n	10813204	10832808
n	10813374	10832978
n	10813527	10833131
n	10813711	10833315
n	10813813	10833417
n	10813986	10833590
n	10814328	10833932
n	10814574	10834178
n	10814776	10834380
n	10814953	10834557
n	10815113	10834717
n	10815343	10834947
n	10815477	10835081
n	10815648	10835252
n	10816136	10835740
n	10816223	10835827
n	10816424	10836028
n	10816644	10836248
n	10816890	10836494
n	10817102	10836706
n	10817244	10836848
n	10817458	10837062
n	10817607	10837211
n	10817717	10837321
n	10817935	10837539
n	10818088	10837692
n	10818312	10837916
n	10818469	10838073
n	10818715	10838319
n	10818860	10838464
n	10819134	10838738
n	10819285	10838889
n	10819533	10839137
n	10819755	10839359
n	10820053	10839657
n	10820163	10839767
n	10820444	10840048
n	10820613	10840217
n	10820790	10840394
n	10821218	10840822
n	10821379	10840983
n	10821514	10841118
n	10821699	10841303
n	10821867	10841471
n	10822027	10841631
n	10822211	10841815
n	10822338	10841942
n	10822567	10842171
n	10822786	10842390
n	10822962	10842566
n	10823199	10842803
n	10823369	10842973
n	10823529	10843133
n	10823760	10843364
n	10823894	10843498
n	10824146	10843750
n	10824352	10843956
n	10824541	10844145
n	10824710	10844314
n	10824888	10844492
n	10825180	10844784
n	10825407	10845011
n	10825554	10845158
n	10825718	10845322
n	10825923	10845527
n	10826033	10845637
n	10826204	10845808
n	10826352	10845956
n	10826557	10846161
n	10826717	10846321
n	10826952	10846556
n	10827155	10846759
n	10827513	10847117
n	10827678	10847282
n	10827873	10847477
n	10828091	10847695
n	10828233	10847837
n	10828368	10847972
n	10828573	10848177
n	10828990	10848594
n	10829293	10848897
n	10829450	10849054
n	10829733	10849337
n	10830046	10849642
n	10830229	10849825
n	10830456	10850052
n	10830731	10850327
n	10831003	10850599
n	10831136	10850732
n	10831363	10850959
n	10831483	10851079
n	10831656	10851252
n	10831860	10851456
n	10832085	10851681
n	10832251	10851847
n	10832415	10852011
n	10832568	10852164
n	10832731	10852327
n	10832908	10852504
n	10833111	10852707
n	10833304	10852900
n	10833425	10853021
n	10833595	10853191
n	10833805	10853401
n	10834011	10853607
n	10834176	10853772
n	10834337	10853933
n	10834439	10854035
n	10834543	10854139
n	10834690	10854286
n	10834869	10854465
n	10835022	10854618
n	10835218	10854814
n	10835450	10855046
n	10835709	10855305
n	10835866	10855462
n	10836029	10855625
n	10836184	10855780
n	10836308	10855904
n	10836413	10856009
n	10836555	10856151
n	10836725	10856321
n	10836862	10856458
n	10837023	10856619
n	10837258	10856854
n	10837461	10857057
n	10837567	10857163
n	10837737	10857333
n	10837918	10857514
n	10838288	10857884
n	10838484	10858080
n	10838665	10858261
n	10838802	10858398
n	10838997	10858593
n	10839131	10858727
n	10839329	10858925
n	10839469	10859065
n	10839617	10859213
n	10839791	10859387
n	10840021	10859617
n	10840354	10859950
n	10840563	10860159
n	10840769	10860365
n	10841065	10860661
n	10841241	10860837
n	10841405	10861001
n	10841657	10861253
n	10841880	10861476
n	10842030	10861626
n	10842213	10861809
n	10842376	10861972
n	10842575	10862171
n	10842730	10862326
n	10842923	10862519
n	10843035	10862631
n	10843228	10862824
n	10843425	10863021
n	10843705	10863301
n	10843858	10863454
n	10844031	10863627
n	10844231	10863827
n	10844401	10863997
n	10844527	10864123
n	10844667	10864263
n	10844805	10864401
n	10845050	10864646
n	10845248	10864844
n	10845424	10865020
n	10845603	10865199
n	10845763	10865359
n	10845926	10865522
n	10846089	10865685
n	10846224	10865820
n	10846400	10865996
n	10846504	10866100
n	10846693	10866289
n	10846913	10866509
n	10847125	10866721
n	10847330	10866926
n	10847454	10867050
n	10847653	10867249
n	10847793	10867389
n	10847994	10867590
n	10848122	10867718
n	10848356	10867952
n	10848500	10868096
n	10848641	10868237
n	10848802	10868398
n	10848946	10868542
n	10849083	10868679
n	10849213	10868809
n	10849323	10868919
n	10849435	10869031
n	10849625	10869221
n	10849873	10869469
n	10850049	10869645
n	10850273	10869869
n	10850469	10870065
n	10850667	10870263
n	10850964	10870560
n	10851139	10870735
n	10851282	10870878
n	10851452	10871048
n	10851599	10871195
n	10851865	10871461
n	10851987	10871583
n	10852130	10871726
n	10852320	10871916
n	10852506	10872102
n	10852669	10872265
n	10852803	10872399
n	10852961	10872557
n	10853244	10872840
n	10853413	10873009
n	10853628	10873224
n	10853767	10873363
n	10853932	10873528
n	10854146	10873742
n	10854265	10873861
n	10854397	10873993
n	10854627	10874223
n	10854777	10874373
n	10855047	10874643
n	10855200	10874796
n	10855431	10875027
n	10855604	10875200
n	10855834	10875430
n	10855987	10875583
n	10856215	10875811
n	10856486	10876082
n	10856799	10876395
n	10857001	10876597
n	10857159	10876755
n	10857271	10876867
n	10857418	10877014
n	10857540	10877136
n	10857697	10877293
n	10857849	10877445
n	10858018	10877614
n	10858164	10877760
n	10858333	10877929
n	10858468	10878064
n	10858577	10878173
n	10858872	10878468
n	10859012	10878608
n	10859194	10878790
n	10859369	10878965
n	10859485	10879081
n	10859669	10879265
n	10859857	10879453
n	10860108	10879704
n	10860347	10879943
n	10860444	10880040
n	10860589	10880185
n	10860807	10880403
n	10860999	10880595
n	10861174	10880770
n	10861329	10880925
n	10861535	10881131
n	10861741	10881337
n	10861926	10881522
n	10862113	10881709
n	10862281	10881877
n	10862507	10882103
n	10862676	10882272
n	10862822	10882418
n	10862999	10882595
n	10863124	10882720
n	10863440	10883036
n	10863552	10883148
n	10863717	10883313
n	10863896	10883492
n	10864064	10883660
n	10864204	10883800
n	10864428	10884024
n	10864635	10884231
n	10864858	10884454
n	10865140	10884727
n	10865329	10884916
n	10865567	10885154
n	10865700	10885287
n	10865860	10885447
n	10865990	10885577
n	10866090	10885677
n	10866217	10885804
n	10866385	10885972
n	10866571	10886158
n	10866738	10886325
n	10866883	10886470
n	10867064	10886651
n	10867238	10886825
n	10867473	10887060
n	10867708	10887295
n	10867933	10887520
n	10868025	10887612
n	10868177	10887764
n	10868397	10887984
n	10868562	10888149
n	10868738	10888325
n	10868980	10888567
n	10869207	10888794
n	10869385	10888972
n	10869683	10889270
n	10869931	10889518
n	10870072	10889659
n	10870235	10889822
n	10870440	10890027
n	10870691	10890278
n	10870897	10890484
n	10871129	10890716
n	10871270	10890857
n	10871424	10891011
n	10871655	10891242
n	10871756	10891343
n	10871926	10891513
n	10872105	10891692
n	10872287	10891874
n	10872505	10892092
n	10872624	10892211
n	10872839	10892426
n	10873059	10892646
n	10873303	10892890
n	10873505	10893092
n	10873679	10893266
n	10873783	10893370
n	10873937	10893524
n	10874162	10893749
n	10874393	10893980
n	10874540	10894127
n	10874706	10894293
n	10874921	10894508
n	10875107	10894694
n	10875249	10894836
n	10875468	10895055
n	10875681	10895288
n	10875910	10895517
n	10876160	10895912
n	10876419	10896171
n	10876513	10896265
n	10876661	10896413
n	10876798	10896550
n	10877015	10896767
n	10877253	10897005
n	10877456	10897208
n	10877584	10897336
n	10877841	10897593
n	10878161	10897913
n	10878375	10898127
n	10878530	10898282
n	10878672	10898424
n	10878844	10898596
n	10879009	10898761
n	10879155	10898907
n	10879364	10899116
n	10879551	10899303
n	10879789	10899541
n	10880024	10899776
n	10880189	10899941
n	10880398	10900150
n	10880669	10900421
n	10880841	10900593
n	10880981	10900733
n	10881092	10900844
n	10881269	10901021
n	10881382	10901134
n	10881616	10901368
n	10881784	10901536
n	10881986	10901738
n	10882089	10901841
n	10882293	10902045
n	10882436	10902188
n	10882588	10902340
n	10882706	10902458
n	10882846	10902598
n	10882988	10902740
n	10883202	10902954
n	10883380	10903132
n	10883533	10903285
n	10883688	10903440
n	10883871	10903623
n	10884061	10903813
n	10884369	10904121
n	10884597	10904349
n	10884831	10904583
n	10885006	10904758
n	10885176	10904928
n	10885352	10905104
n	10885487	10905239
n	10885603	10905355
n	10885831	10905583
n	10885994	10905746
n	10886222	10905974
n	10886361	10906113
n	10886558	10906310
n	10886763	10906515
n	10886929	10906681
n	10887137	10906889
n	10887290	10907042
n	10887420	10907172
n	10887593	10907345
n	10887790	10907542
n	10887981	10907733
n	10888151	10907903
n	10888401	10908153
n	10888644	10908396
n	10888788	10908540
n	10888891	10908643
n	10889032	10908784
n	10889316	10909068
n	10889533	10909285
n	10889689	10909441
n	10889905	10909657
n	10890032	10909784
n	10890211	10909963
n	10890437	10910189
n	10890637	10910389
n	10890868	10910620
n	10891029	10910781
n	10891271	10911023
n	10891428	10911180
n	10891569	10911321
n	10891830	10911582
n	10891981	10911733
n	10892218	10911970
n	10892416	10912168
n	10892564	10912316
n	10892786	10912538
n	10892947	10912699
n	10893153	10912905
n	10893433	10913185
n	10893606	10913358
n	10893830	10913582
n	10894065	10913817
n	10894208	10913960
n	10894365	10914117
n	10894522	10914274
n	10894652	10914404
n	10894905	10914657
n	10895073	10914825
n	10895274	10915026
n	10895549	10915301
n	10895688	10915440
n	10896046	10915798
n	10896255	10916007
n	10896452	10916204
n	10896644	10916396
n	10896823	10916575
n	10896987	10916739
n	10897154	10916906
n	10897312	10917064
n	10897594	10917346
n	10897796	10917548
n	10897946	10917698
n	10898133	10917885
n	10898308	10918060
n	10898549	10918301
n	10898693	10918445
n	10898929	10918681
n	10899164	10918916
n	10899414	10919166
n	10899747	10919499
n	10899951	10919703
n	10900146	10919898
n	10900366	10920118
n	10900524	10920276
n	10900730	10920482
n	10900953	10920705
n	10901192	10920944
n	10901420	10921172
n	10901589	10921341
n	10901827	10921579
n	10902051	10921803
n	10902232	10921984
n	10902409	10922161
n	10902591	10922343
n	10902752	10922504
n	10902934	10922686
n	10903172	10922924
n	10903413	10923165
n	10903570	10923322
n	10903722	10923474
n	10903918	10923670
n	10904107	10923859
n	10904270	10924022
n	10904463	10924215
n	10904639	10924391
n	10904821	10924573
n	10904992	10924744
n	10905159	10924911
n	10905315	10925067
n	10905568	10925320
n	10905703	10925455
n	10906048	10925800
n	10906234	10925986
n	10906462	10926214
n	10906638	10926390
n	10906822	10926574
n	10907103	10926855
n	10907236	10926988
n	10907501	10927253
n	10907647	10927399
n	10907851	10927603
n	10907962	10927714
n	10908313	10928065
n	10908534	10928286
n	10908756	10928508
n	10908919	10928671
n	10909127	10928879
n	10909303	10929055
n	10909471	10929223
n	10909724	10929476
n	10909929	10929681
n	10910076	10929828
n	10910305	10930057
n	10910421	10930173
n	10910580	10930332
n	10910769	10930521
n	10910948	10930700
n	10911104	10930856
n	10911288	10931040
n	10911534	10931286
n	10911687	10931439
n	10911948	10931700
n	10912079	10931831
n	10912243	10931995
n	10912451	10932203
n	10912626	10932378
n	10912802	10932554
n	10913010	10932762
n	10913203	10932955
n	10913355	10933107
n	10913503	10933255
n	10913641	10933393
n	10913871	10933623
n	10914006	10933758
n	10914134	10933886
n	10914331	10934083
n	10914447	10934199
n	10914548	10934300
n	10914658	10934410
n	10914779	10934531
n	10915025	10934777
n	10915173	10934925
n	10915373	10935125
n	10915566	10935318
n	10915772	10935524
n	10915862	10935614
n	10916105	10935857
n	10916325	10936077
n	10916505	10936257
n	10916731	10936483
n	10916887	10936639
n	10916993	10936745
n	10917164	10936916
n	10917377	10937129
n	10917554	10937306
n	10917703	10937455
n	10917999	10937751
n	10918119	10937871
n	10918358	10938110
n	10918558	10938310
n	10918679	10938431
n	10918834	10938586
n	10919061	10938813
n	10919278	10939030
n	10919496	10939248
n	10919598	10939350
n	10919886	10939638
n	10920051	10939803
n	10920207	10939959
n	10920366	10940118
n	10920582	10940334
n	10920832	10940584
n	10921009	10940761
n	10921218	10940970
n	10921324	10941076
n	10921571	10941323
n	10921879	10941631
n	10922019	10941771
n	10922239	10941991
n	10922501	10942253
n	10922772	10942524
n	10922968	10942720
n	10923146	10942898
n	10923313	10943065
n	10923521	10943273
n	10923700	10943452
n	10924072	10943824
n	10924231	10943983
n	10924347	10944099
n	10924452	10944204
n	10924649	10944401
n	10924828	10944580
n	10924987	10944739
n	10925132	10944884
n	10925402	10945154
n	10925584	10945336
n	10925772	10945524
n	10925939	10945691
n	10926066	10945818
n	10926238	10945990
n	10926429	10946181
n	10926597	10946349
n	10926773	10946524
n	10926917	10946668
n	10927104	10946855
n	10927270	10947021
n	10927424	10947175
n	10927687	10947438
n	10927824	10947575
n	10928140	10947891
n	10928299	10948050
n	10928498	10948249
n	10928645	10948396
n	10928810	10948561
n	10928978	10948729
n	10929116	10948867
n	10929316	10949067
n	10929437	10949188
n	10929657	10949408
n	10929886	10949637
n	10930099	10949850
n	10930296	10950047
n	10930428	10950179
n	10930591	10950342
n	10930778	10950529
n	10930913	10950664
n	10931059	10950810
n	10931167	10950918
n	10931333	10951084
n	10931452	10951203
n	10931634	10951385
n	10931854	10951605
n	10932140	10951891
n	10932244	10951995
n	10932495	10952246
n	10932696	10952447
n	10932898	10952649
n	10933084	10952835
n	10933266	10953017
n	10933449	10953200
n	10933658	10953409
n	10933929	10953680
n	10934154	10953905
n	10934410	10954161
n	10934611	10954362
n	10934758	10954509
n	10935025	10954776
n	10935128	10954879
n	10935304	10955055
n	10935567	10955559
n	10935745	10955737
n	10935968	10955960
n	10936279	10956271
n	10936424	10956416
n	10936567	10956559
n	10936716	10956708
n	10936894	10956886
n	10937126	10957118
n	10937364	10957356
n	10937611	10957603
n	10937882	10957874
n	10938019	10958011
n	10938199	10958191
n	10938363	10958355
n	10938640	10958632
n	10938821	10958813
n	10939040	10959032
n	10939187	10959179
n	10939360	10959352
n	10939475	10959467
n	10939630	10959622
n	10939856	10959848
n	10940053	10960045
n	10940315	10960307
n	10940474	10960466
n	10940669	10960661
n	10941206	10961198
n	10941515	10961507
n	10941714	10961706
n	10941992	10961984
n	10942144	10962136
n	10942279	10962271
n	10942473	10962465
n	10942675	10962667
n	10942866	10962858
n	10943115	10963107
n	10943256	10963248
n	10943405	10963397
n	10943659	10963651
n	10943811	10963803
n	10944013	10964005
n	10944238	10964230
n	10944468	10964460
n	10944593	10964585
n	10944686	10964678
n	10944902	10964894
n	10945048	10965040
n	10945263	10965255
n	10945415	10965407
n	10945546	10965538
n	10945699	10965691
n	10945825	10965817
n	10945977	10965969
n	10946134	10966126
n	10946286	10966278
n	10946481	10966473
n	10946624	10966616
n	10946750	10966742
n	10946961	10966953
n	10947108	10967100
n	10947259	10967251
n	10947403	10967395
n	10947628	10967620
n	10947922	10967914
n	10948117	10968109
n	10948312	10968304
n	10948478	10968470
n	10948656	10968648
n	10948798	10968790
n	10948993	10968985
n	10949192	10969184
n	10949424	10969416
n	10949586	10969578
n	10949782	10969774
n	10949952	10969944
n	10950092	10970084
n	10950219	10970211
n	10950448	10970440
n	10950786	10970778
n	10951017	10971009
n	10951278	10971270
n	10951459	10971451
n	10951697	10971689
n	10951948	10971940
n	10952143	10972135
n	10952421	10972413
n	10952629	10972621
n	10952919	10972911
n	10953035	10973027
n	10953188	10973180
n	10953344	10973336
n	10953473	10973465
n	10953605	10973597
n	10953797	10973789
n	10954039	10974031
n	10954180	10974172
n	10954328	10974320
n	10954498	10974490
n	10954819	10974811
n	10954966	10974958
n	10955282	10975274
n	10955483	10975475
n	10955748	10975740
n	10955920	10975912
n	10956134	10976126
n	10956377	10976369
n	10956612	10976604
n	10956883	10976875
n	10957072	10977064
n	10957330	10977322
n	10957748	10977740
n	10958010	10978002
n	10958182	10978174
n	10958381	10978373
n	10958552	10978544
n	10958703	10978695
n	10958885	10978877
n	10959074	10979066
n	10959223	10979215
n	10959374	10979366
n	10959479	10979471
n	10959664	10979656
n	10959857	10979849
n	10960230	10980222
n	10960439	10980431
n	10960561	10980553
n	10960772	10980764
n	10960922	10980914
n	10961087	10981079
n	10961372	10981364
n	10961650	10981642
n	10961816	10981808
n	10962041	10982033
n	10962302	10982294
n	10962423	10982415
n	10962611	10982603
n	10962712	10982704
n	10962837	10982829
n	10963050	10983042
n	10963254	10983246
n	10963467	10983459
n	10963642	10983634
n	10963815	10983807
n	10964052	10984044
n	10964261	10984253
n	10964520	10984512
n	10964660	10984652
n	10964829	10984821
n	10965019	10985011
n	10965151	10985143
n	10965361	10985353
n	10965550	10985542
n	10965700	10985692
n	10965836	10985828
n	10965966	10985958
n	10966145	10986137
n	10966318	10986310
n	10966496	10986488
n	10966665	10986657
n	10966842	10986834
n	10966982	10986974
n	10967152	10987144
n	10967311	10987303
n	10967447	10987439
n	10967633	10987625
n	10967872	10987864
n	10968058	10988050
n	10968257	10988249
n	10968401	10988393
n	10968504	10988496
n	10968640	10988632
n	10968835	10988827
n	10968956	10988948
n	10969118	10989110
n	10969305	10989297
n	10969799	10989791
n	10969986	10989978
n	10970279	10990271
n	10970488	10990480
n	10970603	10990595
n	10970718	10990710
n	10970864	10990856
n	10971080	10991072
n	10971264	10991256
n	10971528	10991520
n	10971697	10991689
n	10971852	10991844
n	10971981	10991973
n	10972094	10992086
n	10972298	10992290
n	10972495	10992487
n	10972697	10992689
n	10972825	10992817
n	10972985	10992977
n	10973164	10993156
n	10973339	10993331
n	10973497	10993489
n	10973722	10993714
n	10973873	10993865
n	10974033	10994025
n	10974136	10994128
n	10974271	10994263
n	10974455	10994447
n	10974592	10994584
n	10974740	10994732
n	10974971	10994967
n	10975101	10995097
n	10975202	10995198
n	10975304	10995300
n	10975404	10995400
n	10975583	10995579
n	10975796	10995792
n	10976004	10996000
n	10976256	10996252
n	10976468	10996464
n	10976708	10996704
n	10976862	10996858
n	10976997	10996993
n	10977159	10997155
n	10977368	10997364
n	10977542	10997538
n	10977660	10997656
n	10977881	10997877
n	10978098	10998094
n	10978422	10998418
n	10978693	10998689
n	10978842	10998838
n	10979079	10999075
n	10979535	10999531
n	10979694	10999690
n	10979887	10999883
n	10980097	11000093
n	10980256	11000252
